node,_wkshell,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,load_centrality,pagerank,information_centrality
AT4G25030,0,0.024582414119130157,0.031847964516548526,0.008442733457641502,0.3000171563806544,0.032643358397989736,0.005767233089897839,0.0004642293485905227
AT1G01620,0,0.001575795776867318,3.382570453241252e-05,0.006296380985990779,0.30154721889758324,3.100625320225911e-05,0.00022361672021943855,0.0003755196908232828
AT2G45960,0,0.07217144658052316,0.05082457890709532,0.07707493892301806,0.36716077546166265,0.04903037760259453,0.00900783464696986,0.00048488277803349306
AT3G24300,0,0.046328395839899145,0.016933551504219328,0.07392549908760425,0.3281533219127851,0.016870942904386454,0.005259881721115393,0.00048294206931734466
AT3G28860,0,0.005357705641348881,0.0003671582756500601,0.004863986570712545,0.28626278817982215,0.000415736601658752,0.0006804830112964745,0.00044386177353729854
AT3G53420,0,0.06177119445319886,0.03342245860037624,0.07260457815572227,0.3620676929727543,0.03204759203885245,0.0074029333141394545,0.0004842747651712015
AT1G01820,0,0.0003151591553734636,0.0,1.0417130608321998e-06,0.162703750163867,0.0,0.0001282675548240282,0.0001402958899514796
AT3G19720,0,0.002836432398361172,0.002408503494769272,5.815342543909062e-05,0.19607916074499052,0.002408503494769272,0.00076031140960344,0.00024409339413435273
AT1G01880,0,0.0009454774661203907,3.2288410644626945e-06,2.7497002912000022e-05,0.21254975270838383,5.782278521408938e-06,0.00015937313977951924,0.00030457870083183794
AT1G15570,0,0.0025212732429877086,0.0008893084859263417,0.0004049127940743313,0.26068613273060826,0.0008467832285569328,0.00035279520981423374,0.00039919512255486635
AT1G47230,0,0.002836432398361172,0.00031175245836648295,0.0002012337924902082,0.25015245028216027,0.00038619432894781253,0.00038056506905800804,0.0004060361697520143
AT5G25380,0,0.0012606366214938543,0.00019625886507705872,0.00092749042793867,0.2511499375145614,0.0002361924631248113,0.00018144593356521582,0.000341881373103693
AT1G02090,0,0.0037819098644815627,0.0006884897767797903,0.0005731581659212304,0.2519142404284827,0.0007120050056632148,0.00047605690860872335,0.00041635023768790355
AT1G22920,0,0.0040970690198550265,0.0018079286908332015,0.0024504639668735465,0.2966686134720438,0.0017580690662510512,0.0005175905676856677,0.00042494394826472835
AT1G71230,0,0.0034667507091080993,0.00025296101811612737,0.0004107710473757479,0.26558490046456873,0.0002840692658775327,0.00045938392236618555,0.00041255553847733764
AT2G26990,0,0.003151591553734636,1.16337225276931e-05,0.0002266635539137428,0.24157972810539316,1.2544306511070601e-05,0.00039789395160740385,0.0004073479580397238
AT3G23580,0,0.0003151591553734636,0.0,1.027930441139699e-05,0.19937143401926644,0.0,8.09789746207529e-05,0.00018406633401543842
AT3G57290,0,0.010400252127324297,0.0007436463667652889,0.012696570408127184,0.28609318447397847,0.0008009705938054546,0.000817452711238001,0.00046599463965223223
AT3G61140,0,0.005988023952095808,0.0030722866498942426,0.0027813691155485097,0.30449455377487966,0.0030628357864225858,0.0007587485467103031,0.0004330826634930943
AT4G14110,0,0.0040970690198550265,0.0002266095522996313,0.0005085345302894376,0.2518485465201652,0.00027801645528412205,0.0005055720811737117,0.0004214365011435788
AT4G31160,0,0.0018909549322407813,0.0006890853448862777,0.00011323193162597222,0.25423531758230783,0.0006984303246910287,0.0003032152103961676,0.00036825441553188244
AT5G14250,0,0.0037819098644815627,9.403795585067394e-05,0.00022605088653778686,0.25208959185312624,0.00012725867261926006,0.0004604000477359498,0.0004176767181797992
AT5G27640,0,0.005988023952095808,0.0014981509277296233,0.009507084507827727,0.26784373478487383,0.0013451817916101192,0.0005252026283976291,0.00044961979320985094
AT5G42970,0,0.005357705641348881,0.0010154207537773424,0.000620387160054613,0.2765622068697957,0.0012166778440631518,0.0006727753267165782,0.0004366158239415867
AT5G56280,0,0.0037819098644815627,0.0006128736454268947,0.0024186989185068196,0.29536809860005914,0.0006042688379363476,0.000481880493685218,0.0004189602999086094
AT1G02140,0,0.002206114087614245,0.0005555679107552739,0.002398292955274132,0.3077940804385403,0.0005706088062946774,0.0003323816172373725,0.00039307323652141153
AT1G51510,0,0.002206114087614245,0.0001410827354247737,0.000631731367259325,0.2694629537916648,0.00017372969551443548,0.00031357612340387315,0.00039147394205015076
AT3G19760,0,0.0025212732429877086,0.00022235593602511265,0.0003912323387236431,0.2653173698871777,0.00028005029609483046,0.0003706725376519459,0.0003980670274992113
AT3G24140,0,0.019539867633154743,0.020622256209342167,0.0019255809019672874,0.3037284494357878,0.020880081364124677,0.0036595175285908358,0.00047046885847840114
AT4G39680,0,0.009769933816577371,0.004252981684232654,0.002396124849464444,0.2869716401711549,0.004660472711555157,0.001309978824675655,0.0004555837774351334
AT5G11170,0,0.002836432398361172,0.00046548197450940314,0.0027771967705578268,0.31123275101170694,0.00046127263761480485,0.00039324576209312376,0.0004125222792912213
AT5G11200,0,0.002836432398361172,0.00046548197450940314,0.0027771967705578268,0.31123275101170694,0.00046127263761480485,0.00039324576209312376,0.0004125222792912216
AT1G02280,0,0.0009454774661203907,8.434304300365761e-06,7.845189921306337e-05,0.24192265190113393,3.123420719910047e-05,0.00022755439540336,0.00028630470279579457
AT1G06950,0,0.002206114087614245,0.0028143736684209286,0.001575768831890592,0.24277406394905146,0.0026381522238525736,0.00046875100761171735,0.0003367936176446495
AT4G02510,0,0.002836432398361172,0.0034251823326482676,0.00047985643839312526,0.2750916900083536,0.0035748651888423207,0.0005935338136674441,0.0003758484064704742
AT4G35450,0,0.002836432398361172,0.0041631018907759415,0.0023217226594210096,0.31588156118272787,0.004199340541925824,0.0007146840215920625,0.000353729088018961
AT1G02340,0,0.002206114087614245,0.00022850556075473352,1.4645503850508495e-05,0.22567889695964946,0.00027256593068210403,0.00041398401909417784,0.00036843677480761285
AT2G20180,0,0.0040970690198550265,0.003212086929909819,9.938791137129472e-05,0.26570668370946254,0.0034329768092290196,0.0007080683954368723,0.0004189100782578602
AT2G32950,0,0.011030570438071225,0.010900858456937685,0.0005787635657935451,0.289726567916798,0.010911563313555585,0.0017348001381376039,0.0004561866841758633
AT2G37678,0,0.001575795776867318,0.0001276749384757189,1.7965991599479443e-05,0.22649043770856628,0.00013858494852456805,0.00028547059052744055,0.00035068992518521425
AT3G59060,0,0.0012606366214938543,0.00013285817638284558,5.053502746483403e-05,0.24164017340850544,0.0001409464805185342,0.00026303607179306587,0.0003274724963607039
AT4G25560,0,0.0009454774661203907,3.8086699104611516e-07,1.7427512192108547e-06,0.20175944841002647,3.9577048200009344e-07,0.0002007503725400223,0.00029092240540759453
AT5G02200,0,0.0006303183107469272,3.1674126674922276e-06,3.59882108623448e-06,0.20982515057705534,4.157536633952026e-06,0.0001431925607662119,0.0002604516971234958
AT5G11260,0,0.002836432398361172,0.0023131653482862673,6.453106783135533e-05,0.24809605062236514,0.002305801101086191,0.0005783646360905805,0.0003674650252440133
AT1G02450,0,0.0003151591553734636,0.0,7.623737659627103e-07,0.1861517398591609,0.0,0.00011946866056133045,0.00015001719813795316
AT1G64280,0,0.0012606366214938543,0.0006108837956957425,4.251217748346678e-05,0.2311709629911418,0.0006163263129521262,0.00033994235073727004,0.0002751105509831202
