"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YAL035W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YAL035W","YOR312C","RPL20B","YAL035W","FUN12"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YBR084W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YBR084W","YOR312C","RPL20B","YBR084W","MIS1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YBR084C-A;YBL027W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YBR084C-A;YBL027W","YOR312C","RPL20B","YBR084C-A;YBL027W","RPL19B;RPL19A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YBR263W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YBR263W","YOR312C","RPL20B","YBR263W","SHM1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YBR191W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YBR191W","YOR312C","RPL20B","YBR191W","RPL21A"
,"false","false",,"1","Affinity Capture-MS","false","true","true","false","2","true","interacts with","YOR312C (interacts with) YDR101C","PUBMED:14759368","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YDR101C","YOR312C","RPL20B","YDR101C","ARX1"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YDL175C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YDL175C","YOR312C","RPL20B","YDL175C","AIR2"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YOR312C (interacts with) YER056C-A","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YER056C-A","YOR312C","RPL20B","YER056C-A","RPL34A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YDR381W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YDR381W","YOR312C","RPL20B","YDR381W","YRA1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YGL099W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YGL099W","YOR312C","RPL20B","YGL099W","LSG1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YFR031C-A;YIL018W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YFR031C-A;YIL018W","YOR312C","RPL20B","YFR031C-A;YIL018W","RPL2B;RPL2A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YGR148C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YGR148C","YOR312C","RPL20B","YGR148C","RPL24B"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YGL246C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YGL246C","YOR312C","RPL20B","YGL246C","RAI1"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YOR312C (interacts with) YHR127W","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YHR127W","YOR312C","RPL20B","YHR127W","YHR127W"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YOR312C (interacts with) YGR200C","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YGR200C","YOR312C","RPL20B","YGR200C","ELP2"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YIL052C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YIL052C","YOR312C","RPL20B","YIL052C","RPL34B"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YOR312C (interacts with) YHR170W","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YHR170W","YOR312C","RPL20B","YHR170W","NMD3"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YKR024C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YKR024C","YOR312C","RPL20B","YKR024C","DBP7"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YIL133C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YIL133C","YOR312C","RPL20B","YIL133C","RPL16A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YLR340W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YLR340W","YOR312C","RPL20B","YLR340W","RPP0"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YLL045C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YLL045C","YOR312C","RPL20B","YLL045C","RPL8B"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YLR419W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YLR419W","YOR312C","RPL20B","YLR419W","YLR419W"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YLR384C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YLR384C","YOR312C","RPL20B","YLR384C","IKI3"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YOR312C (interacts with) YML100W","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YML100W","YOR312C","RPL20B","YML100W","TSL1"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YML021C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YML021C","YOR312C","RPL20B","YML021C","UNG1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YMR233W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YMR233W","YOR312C","RPL20B","YMR233W","TRI1"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YOR312C (interacts with) YMR121C","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YMR121C","YOR312C","RPL20B","YMR121C","RPL15B"
,"false","false",,"0","","true","true","true","false",,"false","interacts with","YOR312C (interacts with) YNL023C","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YNL023C","YOR312C","RPL20B","YNL023C","FAP1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YMR242C;YOR312C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YMR242C;YOR312C","YOR312C","RPL20B","YMR242C;YOR312C","RPL20B;RPL20A"
,"false","false",,"0","","true","true","true","false",,"true","interacts with","YOR312C (interacts with) YNL091W","","false","false","false","false","0","3","3","false","interacts with","YOR312C (interacts with) YNL091W","YOR312C","RPL20B","YNL091W","NST1"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YNL069C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL069C","YOR312C","RPL20B","YNL069C","RPL16B"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YNL173C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL173C","YOR312C","RPL20B","YNL173C","MDG1"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YNL112W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL112W","YOR312C","RPL20B","YNL112W","DBP2"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YNL186W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL186W","YOR312C","RPL20B","YNL186W","UBP10"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YNL182C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL182C","YOR312C","RPL20B","YNL182C","IPI3"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YOL080C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YOL080C","YOR312C","RPL20B","YOL080C","REX4"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YNL314W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YNL314W","YOR312C","RPL20B","YNL314W","DAL82"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YOR063W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YOR063W","YOR312C","RPL20B","YOR063W","RPL3"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YOL120C;YNL301C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YOL120C;YNL301C","YOR312C","RPL20B","YOL120C;YNL301C","RPL18B;RPL18A"
,"false","false",,"0","","false","true","true","false",,"true","interacts with","YOR312C (interacts with) YPL086C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YPL086C","YOR312C","RPL20B","YPL086C","ELP3"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YOR091W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YOR091W","YOR312C","RPL20B","YOR091W","TMA46"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YPL143W","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YPL143W","YOR312C","RPL20B","YPL143W","RPL33A"
,"false","false",,"0","","false","true","true","false",,"false","interacts with","YOR312C (interacts with) YPL127C","","false","false","false","false","0","2","2","false","interacts with","YOR312C (interacts with) YPL127C","YOR312C","RPL20B","YPL127C","HHO1"
